"CodigocompletoDane","MPIO","ano","poblacion","codigoanodane","cienmilhabitantes"
"25875000","Villeta","2017",25381,"201725875000",0.025381
"25878000","Viotá","2017",13339,"201725878000",0.013339
"25885000","Yacopí","2017",17067,"201725885000",0.017067
"25898000","Zipacón","2017",5695,"201725898000",0.005695
"25899000","Zipaquirá","2017",126409,"201725899000",0.126409
"27001000","Quibdó","2017",116087,"201727001000",0.116087
"27006000","Acandí","2017",9408,"201727006000",0.009408
"27025000","Alto Baudo","2017",38670,"201727025000",0.03867
"27050000","Atrato","2017",10471,"201727050000",0.010471
"27073000","Bagadó","2017",7984,"201727073000",0.007984
"27075000","Bahía Solano","2017",9375,"201727075000",0.009375
"27077000","Bajo Baudó","2017",17617,"201727077000",0.017617
"27099000","Bojaya","2017",10116,"201727099000",0.010116
"27135000","El Cantón del San Pablo","2017",8375,"201727135000",0.008375
"27150000","Carmen del Darien","2017",5524,"201727150000",0.005524
"27160000","Cértegui","2017",10153,"201727160000",0.010153
"27205000","Condoto","2017",14991,"201727205000",0.014991
"27245000","El Carmen de Atrato","2017",14524,"201727245000",0.014524
"27250000","El Litoral del San Juan","2017",15994,"201727250000",0.015994
"27361000","Istmina","2017",25686,"201727361000",0.025686
"27372000","Juradó","2017",3267,"201727372000",0.003267
"27413000","Lloró","2017",11372,"201727413000",0.011372
"27425000","Medio Atrato","2017",31465,"201727425000",0.031465
"27430000","Medio Baudó","2017",13951,"201727430000",0.013951
"27450000","Medio San Juan","2017",17071,"201727450000",0.017071
"27491000","Nóvita","2017",7963,"201727491000",0.007963
"27495000","Nuquí","2017",8775,"201727495000",0.008775
"27580000","Río Iro","2017",10042,"201727580000",0.010042
"27600000","Río Quito","2017",9180,"201727600000",0.00918
"27615000","Riosucio(2)","2017",28923,"201727615000",0.028923
"27660000","San José del Palmar","2017",4768,"201727660000",0.004768
"27745000","Sipí","2017",4154,"201727745000",0.004154
"27787000","Tadó","2017",19043,"201727787000",0.019043
"27800000","Unguía","2017",15223,"201727800000",0.015223
"27810000","Unión Panamericana","2017",9904,"201727810000",0.009904
"41001000","Neiva","2017",345911,"201741001000",0.345911
"41006000","Acevedo","2017",34351,"201741006000",0.034351
"41013000","Agrado","2017",9167,"201741013000",0.009167
"41016000","Aipe","2017",27657,"201741016000",0.027657
"41020000","Algeciras","2017",24618,"201741020000",0.024618
"41026000","Altamira","2017",4455,"201741026000",0.004455
"41078000","Baraya","2017",9683,"201741078000",0.009683
"41132000","Campoalegre","2017",34632,"201741132000",0.034632
"41206000","Colombia","2017",12654,"201741206000",0.012654
"41244000","Elías","2017",4064,"201741244000",0.004064
"41298000","Garzón","2017",92186,"201741298000",0.092186
"41306000","Gigante","2017",34401,"201741306000",0.034401
"41319000","Guadalupe","2017",22055,"201741319000",0.022055
"41349000","Hobo","2017",6987,"201741349000",0.006987
"41357000","Iquira","2017",13173,"201741357000",0.013173
"41359000","Isnos","2017",27834,"201741359000",0.027834
"41378000","La Argentina","2017",14532,"201741378000",0.014532
"41396000","La Plata","2017",64929,"201741396000",0.064929
"41483000","Nátaga","2017",6442,"201741483000",0.006442
"41503000","Oporapa","2017",14134,"201741503000",0.014134
"41518000","Paicol","2017",5648,"201741518000",0.005648
"41524000","Palermo","2017",33819,"201741524000",0.033819
"41530000","Palestina","2017",11821,"201741530000",0.011821
"41548000","Pital","2017",13865,"201741548000",0.013865
"41551000","Pitalito","2017",130693,"201741551000",0.130693
"41615000","Rivera","2017",19192,"201741615000",0.019192
"41660000","Saladoblanco","2017",11696,"201741660000",0.011696
"41668000","San Agustín","2017",33520,"201741668000",0.03352
"41676000","Santa María","2017",11551,"201741676000",0.011551
"41770000","Suaza","2017",20012,"201741770000",0.020012
"41791000","Tarqui","2017",17932,"201741791000",0.017932
"41797000","Tesalia","2017",9310,"201741797000",0.00931
"41799000","Tello","2017",14357,"201741799000",0.014357
"41801000","Teruel","2017",8835,"201741801000",0.008835
"41807000","Timaná","2017",20386,"201741807000",0.020386
"41872000","Villavieja","2017",7308,"201741872000",0.007308
"41885000","Yaguará","2017",9175,"201741885000",0.009175
"44001000","Riohacha","2017",277913,"201744001000",0.277913
"44035000","Albania","2017",27589,"201744035000",0.027589
"44078000","Barrancas","2017",36134,"201744078000",0.036134
"44090000","Dibulla","2017",35404,"201744090000",0.035404
"44098000","Distracción","2017",16484,"201744098000",0.016484
"44110000","El Molino","2017",8940,"201744110000",0.00894
"44279000","Fonseca","2017",34286,"201744279000",0.034286
"44378000","Hatonuevo","2017",26782,"201744378000",0.026782
"44420000","La Jagua del Pilar","2017",3289,"201744420000",0.003289
"44430000","Maicao","2017",162118,"201744430000",0.162118
"44560000","Manaure","2017",112103,"201744560000",0.112103
"44650000","San Juan del Cesar","2017",38351,"201744650000",0.038351
"44847000","Uribia","2017",186532,"201744847000",0.186532
"44855000","Urumita","2017",18792,"201744855000",0.018792
"44874000","Villanueva","2017",28254,"201744874000",0.028254
"47001000","Santa Marta","2017",499257,"201747001000",0.499257
"47030000","Algarrobo","2017",12741,"201747030000",0.012741
"47053000","Aracataca","2017",40386,"201747053000",0.040386
"47058000","Ariguaní","2017",32409,"201747058000",0.032409
"47161000","Cerro San Antonio","2017",7768,"201747161000",0.007768
"47170000","Chivolo","2017",15848,"201747170000",0.015848
"47189000","Ciénaga","2017",104897,"201747189000",0.104897
"47205000","Concordia","2017",9296,"201747205000",0.009296
"47245000","El Banco","2017",55801,"201747245000",0.055801
"47258000","El Piñon","2017",16729,"201747258000",0.016729
"47268000","El Retén","2017",21494,"201747268000",0.021494
"47288000","Fundación","2017",57456,"201747288000",0.057456
"47318000","Guamal","2017",27761,"201747318000",0.027761
"47460000","Nueva Granada","2017",20661,"201747460000",0.020661
"47541000","Pedraza","2017",8092,"201747541000",0.008092
"47545000","Pijiño del Carmen","2017",16186,"201747545000",0.016186
"47551000","Pivijay","2017",33572,"201747551000",0.033572
"47555000","Plato","2017",59814,"201747555000",0.059814
"47570000","Puebloviejo","2017",31697,"201747570000",0.031697
"47605000","Remolino","2017",8047,"201747605000",0.008047
"47660000","Sabanas de San Angel","2017",17321,"201747660000",0.017321
"47675000","Salamina","2017",6875,"201747675000",0.006875
"47692000","San Sebastián de Buenavista","2017",17539,"201747692000",0.017539
"47703000","San Zenón","2017",9154,"201747703000",0.009154
"47707000","Santa Ana","2017",26584,"201747707000",0.026584
"47720000","Santa Bárbara de Pinto","2017",12935,"201747720000",0.012935
"47745000","Sitionuevo","2017",32454,"201747745000",0.032454
"47798000","Tenerife","2017",12224,"201747798000",0.012224
"47960000","Zapayán","2017",8869,"201747960000",0.008869
"47980000","Zona Bananera","2017",61372,"201747980000",0.061372
"50001000","Villavicencio","2017",505996,"201750001000",0.505996
"50006000","Acacías","2017",72048,"201750006000",0.072048
"50110000","Barranca de Upía","2017",4097,"201750110000",0.004097
"50124000","Cabuyaro","2017",4078,"201750124000",0.004078
"50150000","Castilla la Nueva","2017",10194,"201750150000",0.010194
"50223000","Cubarral","2017",6107,"201750223000",0.006107
"50226000","Cumaral","2017",18270,"201750226000",0.01827
"50245000","El Calvario","2017",2235,"201750245000",0.002235
"50251000","El Castillo","2017",6244,"201750251000",0.006244
"50270000","El Dorado","2017",3445,"201750270000",0.003445
"50287000","Fuente de Oro","2017",13698,"201750287000",0.013698
"50313000","Granada","2017",64695,"201750313000",0.064695
"50318000","Guamal","2017",9449,"201750318000",0.009449
"50325000","Mapiripán","2017",18091,"201750325000",0.018091
"50330000","Mesetas","2017",11405,"201750330000",0.011405
"50350000","La Macarena","2017",34787,"201750350000",0.034787
"50370000","Uribe","2017",16934,"201750370000",0.016934
"50400000","Lejanías","2017",9342,"201750400000",0.009342
"50450000","Puerto Concordia","2017",22000,"201750450000",0.022
"50568000","Puerto Gaitán","2017",18792,"201750568000",0.018792
"50573000","Puerto López","2017",34283,"201750573000",0.034283
"50577000","Puerto Lleras","2017",9593,"201750577000",0.009593
"50590000","Puerto Rico","2017",18793,"201750590000",0.018793
"50606000","Restrepo","2017",10655,"201750606000",0.010655
"50680000","San Carlos de Guaroa","2017",10299,"201750680000",0.010299
"50683000","San Juan de Arama","2017",8764,"201750683000",0.008764
"50686000","San Juanito","2017",2207,"201750686000",0.002207
"50689000","San Martín","2017",25298,"201750689000",0.025298
"50711000","Vistahermosa","2017",26347,"201750711000",0.026347
"52001000","Pasto","2017",450815,"201752001000",0.450815
"52019000","Albán","2017",22711,"201752019000",0.022711
"52022000","Aldana","2017",5929,"201752022000",0.005929
"52036000","Ancuyá","2017",6745,"201752036000",0.006745
"52051000","Arboleda","2017",7566,"201752051000",0.007566
"52079000","Barbacoas","2017",39564,"201752079000",0.039564
"52083000","Belén","2017",7715,"201752083000",0.007715
"52110000","Buesaco","2017",25653,"201752110000",0.025653
"52203000","Colón","2017",10206,"201752203000",0.010206
"52207000","Consaca","2017",9201,"201752207000",0.009201
"52210000","Contadero","2017",7003,"201752210000",0.007003
"52215000","Córdoba","2017",14066,"201752215000",0.014066
"52224000","Cuaspud","2017",8689,"201752224000",0.008689
"52227000","Cumbal","2017",39066,"201752227000",0.039066
"52233000","Cumbitara","2017",16129,"201752233000",0.016129
"52240000","Chachagüí","2017",13967,"201752240000",0.013967
"52250000","El Charco","2017",39600,"201752250000",0.0396
"52254000","El Peñol","2017",6430,"201752254000",0.00643
"52256000","El Rosario","2017",9938,"201752256000",0.009938
"52258000","El Tablón de Gómez","2017",12515,"201752258000",0.012515
"52260000","El Tambo","2017",11901,"201752260000",0.011901
"52287000","Funes","2017",6402,"201752287000",0.006402
"52317000","Guachucal","2017",15410,"201752317000",0.01541
"52320000","Guaitarilla","2017",11681,"201752320000",0.011681
"52323000","Gualmatán","2017",5778,"201752323000",0.005778
"52352000","Iles","2017",8871,"201752352000",0.008871
"52354000","Imués","2017",6004,"201752354000",0.006004
"52356000","Ipiales","2017",145073,"201752356000",0.145073
"52378000","La Cruz","2017",18273,"201752378000",0.018273
"52381000","La Florida","2017",9368,"201752381000",0.009368
"52385000","La Llanada","2017",5648,"201752385000",0.005648
"52390000","La Tola","2017",13669,"201752390000",0.013669
"52399000","La Unión","2017",25689,"201752399000",0.025689
"52405000","Leiva","2017",14266,"201752405000",0.014266
"52411000","Linares","2017",9699,"201752411000",0.009699
"52418000","Los Andes","2017",20128,"201752418000",0.020128
"52427000","Magüi","2017",23869,"201752427000",0.023869
"52435000","Mallama","2017",7471,"201752435000",0.007471
"52473000","Mosquera","2017",17275,"201752473000",0.017275
"52480000","Nariño","2017",5002,"201752480000",0.005002
"52490000","Olaya Herrera","2017",31986,"201752490000",0.031986
"52506000","Ospina","2017",8797,"201752506000",0.008797
"52520000","Francisco Pizarro","2017",15975,"201752520000",0.015975
"52540000","Policarpa","2017",17469,"201752540000",0.017469
"52560000","Potosí","2017",11932,"201752560000",0.011932
"52565000","Providencia","2017",13566,"201752565000",0.013566
"52573000","Puerres","2017",8259,"201752573000",0.008259
"52585000","Pupiales","2017",19548,"201752585000",0.019548
"52612000","Ricaurte","2017",19495,"201752612000",0.019495
"52621000","Roberto Payán","2017",23984,"201752621000",0.023984
"52678000","Samaniego","2017",49362,"201752678000",0.049362
"52683000","Sandoná","2017",25730,"201752683000",0.02573
"52685000","San Bernardo","2017",20326,"201752685000",0.020326
"52687000","San Lorenzo","2017",20147,"201752687000",0.020147
"52693000","San Pablo","2017",17312,"201752693000",0.017312
"52694000","San Pedro de Cartago","2017",7613,"201752694000",0.007613
"52696000","Santa Bárbara","2017",14630,"201752696000",0.01463
"52699000","Santacruz","2017",29963,"201752699000",0.029963
"52720000","Sapuyes","2017",6124,"201752720000",0.006124
"52786000","Taminango","2017",21265,"201752786000",0.021265
"52788000","Tangua","2017",9383,"201752788000",0.009383
"52835000","San Andres de Tumaco","2017",208318,"201752835000",0.208318
"52838000","Túquerres","2017",40388,"201752838000",0.040388
"52885000","Yacuanquer","2017",11158,"201752885000",0.011158
"54001000","Cúcuta","2017",662765,"201754001000",0.662765
"54003000","Abrego","2017",38733,"201754003000",0.038733
"54051000","Arboledas","2017",8958,"201754051000",0.008958
"54099000","Bochalema","2017",7060,"201754099000",0.00706
"54109000","Bucarasica","2017",4566,"201754109000",0.004566
"54125000","Cácota","2017",1819,"201754125000",0.001819
"54128000","Cachirá","2017",11050,"201754128000",0.01105
"54172000","Chinácota","2017",16686,"201754172000",0.016686
"54174000","Chitagá","2017",10409,"201754174000",0.010409
"54206000","Convención","2017",13030,"201754206000",0.01303
"54223000","Cucutilla","2017",7559,"201754223000",0.007559
"54239000","Durania","2017",3706,"201754239000",0.003706
"54245000","El Carmen","2017",13575,"201754245000",0.013575
"54250000","El Tarra","2017",11002,"201754250000",0.011002
"54261000","El Zulia","2017",23388,"201754261000",0.023388
"54313000","Gramalote","2017",5442,"201754313000",0.005442
"54344000","Hacarí","2017",10790,"201754344000",0.01079
"54347000","Herrán","2017",3960,"201754347000",0.00396
"54377000","Labateca","2017",5886,"201754377000",0.005886
"54385000","La Esperanza","2017",12240,"201754385000",0.01224
"54398000","La Playa","2017",8559,"201754398000",0.008559
"54405000","Los Patios","2017",78421,"201754405000",0.078421
"54418000","Lourdes","2017",3360,"201754418000",0.00336
"54480000","Mutiscua","2017",3727,"201754480000",0.003727
"54498000","Ocaña","2017",99741,"201754498000",0.099741
"54518000","Pamplona","2017",58200,"201754518000",0.0582
"54520000","Pamplonita","2017",4958,"201754520000",0.004958
"54553000","Puerto Santander","2017",10590,"201754553000",0.01059
"54599000","Ragonvalia","2017",6902,"201754599000",0.006902
"54660000","Salazar","2017",8900,"201754660000",0.0089
"54670000","San Calixto","2017",13753,"201754670000",0.013753
"54673000","San Cayetano","2017",5649,"201754673000",0.005649
"54680000","Santiago","2017",2853,"201754680000",0.002853
"54720000","Sardinata","2017",22608,"201754720000",0.022608
"54743000","Silos","2017",4285,"201754743000",0.004285
"54800000","Teorama","2017",22438,"201754800000",0.022438
"54810000","Tibú","2017",36907,"201754810000",0.036907
"54820000","Toledo","2017",17285,"201754820000",0.017285
"54871000","Villa Caro","2017",5216,"201754871000",0.005216
"54874000","Villa del Rosario","2017",92645,"201754874000",0.092645
"63001000","Armenia","2017",299712,"201763001000",0.299712
"63111000","Buenavista","2017",2785,"201763111000",0.002785
"63130000","Calarca","2017",78383,"201763130000",0.078383
"63190000","Circasia","2017",30400,"201763190000",0.0304
"63212000","Córdoba","2017",5280,"201763212000",0.00528
"63272000","Filandia","2017",13522,"201763272000",0.013522
"63302000","Génova","2017",7627,"201763302000",0.007627
"63401000","La Tebaida","2017",44164,"201763401000",0.044164
"63470000","Montenegro","2017",41574,"201763470000",0.041574
"63548000","Pijao","2017",6040,"201763548000",0.00604
"63594000","Quimbaya","2017",35116,"201763594000",0.035116
"63690000","Salento","2017",7102,"201763690000",0.007102
"66001000","Pereira","2017",474356,"201766001000",0.474356
"66045000","Apía","2017",19275,"201766045000",0.019275
"66075000","Balboa","2017",6330,"201766075000",0.00633
"66088000","Belén de Umbría","2017",27722,"201766088000",0.027722
"66170000","Dosquebradas","2017",202789,"201766170000",0.202789
"66318000","Guática","2017",15216,"201766318000",0.015216
"66383000","La Celia","2017",8565,"201766383000",0.008565
"66400000","La Virginia","2017",32193,"201766400000",0.032193
"66440000","Marsella","2017",23706,"201766440000",0.023706
"66456000","Mistrató","2017",16450,"201766456000",0.01645
"66572000","Pueblo Rico","2017",13627,"201766572000",0.013627
"66594000","Quinchía","2017",33879,"201766594000",0.033879
"66682000","Santa Rosa de Cabal","2017",72635,"201766682000",0.072635
"66687000","Santuario","2017",15786,"201766687000",0.015786
"68001000","Bucaramanga","2017",528575,"201768001000",0.528575
"68013000","Aguada","2017",1800,"201768013000",0.0018
"68020000","Albania","2017",5230,"201768020000",0.00523
"68051000","Aratoca","2017",8291,"201768051000",0.008291
"68077000","Barbosa","2017",29106,"201768077000",0.029106
"68079000","Barichara","2017",7112,"201768079000",0.007112
"68081000","Barrancabermeja","2017",191616,"201768081000",0.191616
"68092000","Betulia","2017",5061,"201768092000",0.005061
"68101000","Bolívar","2017",12060,"201768101000",0.01206
"68121000","Cabrera","2017",2356,"201768121000",0.002356
"68132000","California","2017",2020,"201768132000",0.00202
"68147000","Capitanejo","2017",5481,"201768147000",0.005481
"68152000","Carcasí","2017",4989,"201768152000",0.004989
"68160000","Cepitá","2017",1832,"201768160000",0.001832
"68162000","Cerrito","2017",5596,"201768162000",0.005596
"68167000","Charalá","2017",10373,"201768167000",0.010373
"68169000","Charta","2017",2592,"201768169000",0.002592
"68176000","Chima","2017",3042,"201768176000",0.003042
"68179000","Chipatá","2017",5071,"201768179000",0.005071
"68190000","Cimitarra","2017",47096,"201768190000",0.047096
"68207000","Concepción","2017",5177,"201768207000",0.005177
"68209000","Confines","2017",2698,"201768209000",0.002698
"68211000","Contratación","2017",3409,"201768211000",0.003409
"68217000","Coromoro","2017",7612,"201768217000",0.007612
"68229000","Curití","2017",11980,"201768229000",0.01198
"68235000","El Carmen de Chucurí","2017",20476,"201768235000",0.020476
"68245000","El Guacamayo","2017",1943,"201768245000",0.001943
"68250000","El Peñón","2017",5076,"201768250000",0.005076
"68255000","El Playón","2017",11520,"201768255000",0.01152
"68264000","Encino","2017",2459,"201768264000",0.002459
"68266000","Enciso","2017",3202,"201768266000",0.003202
"68271000","Florián","2017",6284,"201768271000",0.006284
"68276000","Floridablanca","2017",266669,"201768276000",0.266669
"68296000","Galán","2017",2196,"201768296000",0.002196
"68298000","Gambita","2017",5038,"201768298000",0.005038
"68307000","Girón","2017",190283,"201768307000",0.190283
"68318000","Guaca","2017",6296,"201768318000",0.006296
"68320000","Guadalupe","2017",4604,"201768320000",0.004604
"68322000","Guapotá","2017",2112,"201768322000",0.002112
"68324000","Guavatá","2017",3549,"201768324000",0.003549
"68327000","Güepsa","2017",3772,"201768327000",0.003772
"68344000","Hato","2017",2331,"201768344000",0.002331
"68368000","Jesús María","2017",3080,"201768368000",0.00308
"68370000","Jordán","2017",1092,"201768370000",0.001092
"68377000","La Belleza","2017",8594,"201768377000",0.008594
"68385000","Landázuri","2017",15418,"201768385000",0.015418
"68397000","La Paz","2017",5075,"201768397000",0.005075
"68406000","Lebríja","2017",40252,"201768406000",0.040252
"68418000","Los Santos","2017",12423,"201768418000",0.012423
"68425000","Macaravita","2017",2299,"201768425000",0.002299
"68432000","Málaga","2017",18308,"201768432000",0.018308
"68444000","Matanza","2017",5201,"201768444000",0.005201
"68464000","Mogotes","2017",10878,"201768464000",0.010878
"68468000","Molagavita","2017",5087,"201768468000",0.005087
"68498000","Ocamonte","2017",4723,"201768498000",0.004723
"68500000","Oiba","2017",11896,"201768500000",0.011896
"68502000","Onzaga","2017",4946,"201768502000",0.004946
"68522000","Palmar","2017",3423,"201768522000",0.003423
"68524000","Palmas del Socorro","2017",2220,"201768524000",0.00222
"68533000","Páramo","2017",4201,"201768533000",0.004201
"68547000","Piedecuesta","2017",156167,"201768547000",0.156167
"68549000","Pinchote","2017",5373,"201768549000",0.005373
"68572000","Puente Nacional","2017",12086,"201768572000",0.012086
"68573000","Puerto Parra","2017",7768,"201768573000",0.007768
"68575000","Puerto Wilches","2017",31501,"201768575000",0.031501
"68615000","Rionegro","2017",26680,"201768615000",0.02668
"68655000","Sabana de Torres","2017",18325,"201768655000",0.018325
"68669000","San Andrés","2017",8315,"201768669000",0.008315
"68673000","San Benito","2017",4007,"201768673000",0.004007
"68679000","San Gil","2017",45752,"201768679000",0.045752
"68682000","San Joaquín","2017",2407,"201768682000",0.002407
"68684000","San José de Miranda","2017",4256,"201768684000",0.004256
"68686000","San Miguel","2017",2310,"201768686000",0.00231
"68689000","San Vicente de Chucurí","2017",34881,"201768689000",0.034881
"68705000","Santa Bárbara","2017",2100,"201768705000",0.0021
"68720000","Santa Helena del Opón","2017",4275,"201768720000",0.004275
"68745000","Simacota","2017",7593,"201768745000",0.007593
"68755000","Socorro","2017",30847,"201768755000",0.030847
"68770000","Suaita","2017",10142,"201768770000",0.010142
"68773000","Sucre","2017",8246,"201768773000",0.008246
"68780000","Suratá","2017",3225,"201768780000",0.003225
"68820000","Tona","2017",7168,"201768820000",0.007168
"68855000","Valle de San José","2017",4551,"201768855000",0.004551
"68861000","Vélez","2017",18932,"201768861000",0.018932
"68867000","Vetas","2017",2454,"201768867000",0.002454
"68872000","Villanueva","2017",5652,"201768872000",0.005652
"68895000","Zapatoca","2017",8847,"201768895000",0.008847
"70001000","Sincelejo","2017",282833,"201770001000",0.282833
"70110000","Buenavista","2017",9680,"201770110000",0.00968
"70124000","Caimito","2017",12303,"201770124000",0.012303
"70204000","Coloso","2017",5768,"201770204000",0.005768
"70215000","Corozal","2017",63246,"201770215000",0.063246
"70221000","Coveñas","2017",14032,"201770221000",0.014032
"70230000","Chalán","2017",4381,"201770230000",0.004381
"70233000","El Roble","2017",10805,"201770233000",0.010805
"70235000","Galeras","2017",20854,"201770235000",0.020854
"70265000","Guaranda","2017",17883,"201770265000",0.017883
"70400000","La Unión","2017",11362,"201770400000",0.011362
"70418000","Los Palmitos","2017",19234,"201770418000",0.019234
"70429000","Majagual","2017",33625,"201770429000",0.033625
"70473000","Morroa","2017",14764,"201770473000",0.014764
"70508000","Ovejas","2017",20967,"201770508000",0.020967
"70523000","Palmito","2017",14224,"201770523000",0.014224
"70670000","Sampués","2017",38204,"201770670000",0.038204
"70678000","San Benito Abad","2017",26005,"201770678000",0.026005
"70702000","San Juan de Betulia","2017",12571,"201770702000",0.012571
"70708000","San Marcos","2017",58502,"201770708000",0.058502
"70713000","San Onofre","2017",51084,"201770713000",0.051084
"70717000","San Pedro","2017",15961,"201770717000",0.015961
"70742000","San Luis de Sincé","2017",34342,"201770742000",0.034342
"70771000","Sucre","2017",22424,"201770771000",0.022424
"70820000","Santiago de Tolú","2017",34456,"201770820000",0.034456
"70823000","Tolú Viejo","2017",18893,"201770823000",0.018893
"73001000","Ibagué","2017",564077,"201773001000",0.564077
"73024000","Alpujarra","2017",4963,"201773024000",0.004963
"73026000","Alvarado","2017",8796,"201773026000",0.008796
"73030000","Ambalema","2017",6683,"201773030000",0.006683
"73043000","Anzoátegui","2017",18849,"201773043000",0.018849
"73055000","Armero","2017",11724,"201773055000",0.011724
"73067000","Ataco","2017",22669,"201773067000",0.022669
"73124000","Cajamarca","2017",19626,"201773124000",0.019626
"73148000","Carmen de Apicalá","2017",8880,"201773148000",0.00888
"73152000","Casabianca","2017",6639,"201773152000",0.006639
"73168000","Chaparral","2017",47293,"201773168000",0.047293
"73200000","Coello","2017",9887,"201773200000",0.009887
"73217000","Coyaima","2017",28379,"201773217000",0.028379
"73226000","Cunday","2017",9544,"201773226000",0.009544
"73236000","Dolores","2017",7923,"201773236000",0.007923
"73268000","Espinal","2017",76056,"201773268000",0.076056
"73270000","Falan","2017",9204,"201773270000",0.009204
"73275000","Flandes","2017",29296,"201773275000",0.029296
"73283000","Fresno","2017",30047,"201773283000",0.030047
"73319000","Guamo","2017",31866,"201773319000",0.031866
"73347000","Herveo","2017",7893,"201773347000",0.007893
"73349000","Honda","2017",24311,"201773349000",0.024311
"73352000","Icononzo","2017",10801,"201773352000",0.010801
"73408000","Lérida","2017",17197,"201773408000",0.017197
"73411000","Líbano","2017",40065,"201773411000",0.040065
"73443000","Mariquita","2017",33340,"201773443000",0.03334
"73449000","Melgar","2017",36641,"201773449000",0.036641
"73461000","Murillo","2017",5010,"201773461000",0.00501
"73483000","Natagaima","2017",22455,"201773483000",0.022455
"73504000","Ortega","2017",32337,"201773504000",0.032337
"73520000","Palocabildo","2017",9120,"201773520000",0.00912
"73547000","Piedras","2017",5662,"201773547000",0.005662
"73555000","Planadas","2017",30023,"201773555000",0.030023
"73563000","Prado","2017",7607,"201773563000",0.007607
"73585000","Purificación","2017",29539,"201773585000",0.029539
"73616000","Rioblanco","2017",24345,"201773616000",0.024345
"73622000","Roncesvalles","2017",6340,"201773622000",0.00634
"73624000","Rovira","2017",20452,"201773624000",0.020452
"73671000","Saldaña","2017",14329,"201773671000",0.014329
"73675000","San Antonio","2017",14219,"201773675000",0.014219
"73678000","San Luis","2017",19141,"201773678000",0.019141
"73686000","Santa Isabel","2017",6340,"201773686000",0.00634
"73770000","Suárez","2017",4553,"201773770000",0.004553
"73854000","Valle de San Juan","2017",6387,"201773854000",0.006387
"73861000","Venadillo","2017",19714,"201773861000",0.019714
"73870000","Villahermosa","2017",10591,"201773870000",0.010591
"73873000","Villarrica","2017",5312,"201773873000",0.005312
"76001000","Cali","2017",2420013,"201776001000",2.420013
"76020000","Alcalá","2017",22244,"201776020000",0.022244
"76036000","Andalucía","2017",17756,"201776036000",0.017756
"76041000","Ansermanuevo","2017",19350,"201776041000",0.01935
"76054000","Argelia","2017",6389,"201776054000",0.006389
"76100000","Bolívar","2017",13131,"201776100000",0.013131
"76109000","Buenaventura","2017",415640,"201776109000",0.41564
"76111000","Guadalajara de Buga","2017",114807,"201776111000",0.114807
"76113000","Bugalagrande","2017",21070,"201776113000",0.02107
"76122000","Caicedonia","2017",29628,"201776122000",0.029628
"76126000","Calima","2017",15822,"201776126000",0.015822
"76130000","Candelaria","2017",84120,"201776130000",0.08412
"76147000","Cartago","2017",133652,"201776147000",0.133652
"76233000","Dagua","2017",36654,"201776233000",0.036654
"76243000","El Águila","2017",11162,"201776243000",0.011162
"76246000","El Cairo","2017",10116,"201776246000",0.010116
"76248000","El Cerrito","2017",58025,"201776248000",0.058025
"76250000","El Dovio","2017",8321,"201776250000",0.008321
"76275000","Florida","2017",58556,"201776275000",0.058556
"76306000","Ginebra","2017",21430,"201776306000",0.02143
"76318000","Guacarí","2017",35084,"201776318000",0.035084
"76364000","Jamundí","2017",124586,"201776364000",0.124586
"76377000","La Cumbre","2017",11614,"201776377000",0.011614
"76400000","La Unión","2017",39005,"201776400000",0.039005
"76403000","La Victoria","2017",13081,"201776403000",0.013081
"76497000","Obando","2017",15141,"201776497000",0.015141
"76520000","Palmira","2017",308671,"201776520000",0.308671
"76563000","Pradera","2017",56538,"201776563000",0.056538
"76606000","Restrepo","2017",16329,"201776606000",0.016329
"76616000","Riofrío","2017",14259,"201776616000",0.014259
"76622000","Roldanillo","2017",32404,"201776622000",0.032404
"76670000","San Pedro","2017",18636,"201776670000",0.018636
"76736000","Sevilla","2017",44590,"201776736000",0.04459
"76823000","Toro","2017",16525,"201776823000",0.016525
"76828000","Trujillo","2017",17987,"201776828000",0.017987
"76834000","Tuluá","2017",216604,"201776834000",0.216604
"76845000","Ulloa","2017",5383,"201776845000",0.005383
"76863000","Versalles","2017",7020,"201776863000",0.00702
"76869000","Vijes","2017",11279,"201776869000",0.011279
"76890000","Yotoco","2017",16417,"201776890000",0.016417
"76892000","Yumbo","2017",122718,"201776892000",0.122718
"76895000","Zarzal","2017",46133,"201776895000",0.046133
"81001000","Arauca","2017",90924,"201781001000",0.090924
"81065000","Arauquita","2017",42171,"201781065000",0.042171
"81220000","Cravo Norte","2017",3263,"201781220000",0.003263
"81300000","Fortul","2017",26107,"201781300000",0.026107
"81591000","Puerto Rondón","2017",3831,"201781591000",0.003831
"81736000","Saravena","2017",47957,"201781736000",0.047957
"81794000","Tame","2017",53739,"201781794000",0.053739
"85001000","Yopal","2017",146204,"201785001000",0.146204
"85010000","Aguazul","2017",40804,"201785010000",0.040804
"85015000","Chameza","2017",2558,"201785015000",0.002558
"85125000","Hato Corozal","2017",12578,"201785125000",0.012578
"85136000","La Salina","2017",1449,"201785136000",0.001449
"85139000","Maní","2017",11125,"201785139000",0.011125
"85162000","Monterrey","2017",15214,"201785162000",0.015214
"85225000","Nunchía","2017",8906,"201785225000",0.008906
"85230000","Orocué","2017",8389,"201785230000",0.008389
"85250000","Paz de Ariporo","2017",26460,"201785250000",0.02646
